,width,module,t,l1
324,512,embed,0,0.7284826636314392
325,512,fin,0,0.7133309841156006
326,512,layers.0.query,0,0.53066086769104
327,512,layers.0.key,0,0.52619868516922
328,512,layers.0.value,0,0.5132652521133423
329,512,layers.0,0,0.3931494355201721
330,512,layers.1.layers.0,0,0.2705365717411041
331,512,layers.1.layers.1,0,0.12402969598770142
332,512,layers.1.layers,0,0.12402969598770142
333,512,layers.1,0,0.12402969598770142
334,512,layers.2.query,0,0.18063831329345703
335,512,layers.2.key,0,0.18278303742408752
336,512,layers.2.value,0,0.17259091138839722
337,512,layers.2,0,0.17250806093215942
338,512,layers.3.layers.0,0,0.11586502194404602
339,512,layers.3.layers.1,0,0.06215950846672058
340,512,layers.3.layers,0,0.06215950846672058
341,512,layers.3,0,0.06215950846672058
342,512,layers.4.query,0,0.08135950565338135
343,512,layers.4.key,0,0.08749096840620041
344,512,layers.4.value,0,0.08659628033638
345,512,layers.4,0,0.08659627288579941
346,512,layers.5.layers.0,0,0.06380758434534073
347,512,layers.5.layers.1,0,0.03058674745261669
348,512,layers.5.layers,0,0.03058674745261669
349,512,layers.5,0,0.03058674745261669
350,512,layers.6.query,0,0.04349967837333679
351,512,layers.6.key,0,0.044522956013679504
352,512,layers.6.value,0,0.043623149394989014
353,512,layers.6,0,0.043623149394989014
354,512,layers.7.layers.0,0,0.030590301379561424
355,512,layers.7.layers.1,0,0.014972325414419174
356,512,layers.7.layers,0,0.014972325414419174
357,512,layers.7,0,0.014972325414419174
358,512,unembed,0,0.07560688257217407
359,512,,0,0.07560688257217407
360,512,embed,1,0.728519082069397
361,512,fin,1,0.7132931351661682
362,512,layers.0.query,1,0.5306574702262878
363,512,layers.0.key,1,0.5261902809143066
364,512,layers.0.value,1,0.5130631923675537
365,512,layers.0,1,0.39234358072280884
366,512,layers.1.layers.0,1,0.27012115716934204
367,512,layers.1.layers.1,1,0.12392549216747284
368,512,layers.1.layers,1,0.12392549216747284
369,512,layers.1,1,0.12392549216747284
370,512,layers.2.query,1,0.18064481019973755
371,512,layers.2.key,1,0.1825937032699585
372,512,layers.2.value,1,0.17263226211071014
373,512,layers.2,1,0.17254513502120972
374,512,layers.3.layers.0,1,0.11581361293792725
375,512,layers.3.layers.1,1,0.062211520969867706
376,512,layers.3.layers,1,0.062211520969867706
377,512,layers.3,1,0.062211520969867706
378,512,layers.4.query,1,0.08145128190517426
379,512,layers.4.key,1,0.08756310492753983
380,512,layers.4.value,1,0.08645953238010406
381,512,layers.4,1,0.08645953238010406
382,512,layers.5.layers.0,1,0.06384257227182388
383,512,layers.5.layers.1,1,0.030581295490264893
384,512,layers.5.layers,1,0.030581295490264893
385,512,layers.5,1,0.030581295490264893
386,512,layers.6.query,1,0.04344082251191139
387,512,layers.6.key,1,0.0445651076734066
388,512,layers.6.value,1,0.04334978759288788
389,512,layers.6,1,0.04334978759288788
390,512,layers.7.layers.0,1,0.030460186302661896
391,512,layers.7.layers.1,1,0.01481061801314354
392,512,layers.7.layers,1,0.01481061801314354
393,512,layers.7,1,0.01481061801314354
394,512,unembed,1,0.08901835232973099
395,512,,1,0.08901835232973099
396,512,embed,2,0.7286838889122009
397,512,fin,2,0.7136162519454956
398,512,layers.0.query,2,0.5309889912605286
399,512,layers.0.key,2,0.5265605449676514
400,512,layers.0.value,2,0.5134472846984863
401,512,layers.0,2,0.3932141363620758
402,512,layers.1.layers.0,2,0.2714649438858032
403,512,layers.1.layers.1,2,0.12480694055557251
404,512,layers.1.layers,2,0.12480694055557251
405,512,layers.1,2,0.12480694055557251
406,512,layers.2.query,2,0.18195432424545288
407,512,layers.2.key,2,0.18372665345668793
408,512,layers.2.value,2,0.17417433857917786
409,512,layers.2,2,0.17407962679862976
410,512,layers.3.layers.0,2,0.1172732412815094
411,512,layers.3.layers.1,2,0.06315675377845764
412,512,layers.3.layers,2,0.06315675377845764
413,512,layers.3,2,0.06315675377845764
414,512,layers.4.query,2,0.08268160372972488
415,512,layers.4.key,2,0.08891497552394867
416,512,layers.4.value,2,0.08779347687959671
417,512,layers.4,2,0.08779347687959671
418,512,layers.5.layers.0,2,0.06533794105052948
419,512,layers.5.layers.1,2,0.031422507017850876
420,512,layers.5.layers,2,0.031422507017850876
421,512,layers.5,2,0.031422507017850876
422,512,layers.6.query,2,0.044560108333826065
423,512,layers.6.key,2,0.04582204669713974
424,512,layers.6.value,2,0.044413670897483826
425,512,layers.6,2,0.044413670897483826
426,512,layers.7.layers.0,2,0.0314585380256176
427,512,layers.7.layers.1,2,0.015304885804653168
428,512,layers.7.layers,2,0.015304885804653168
429,512,layers.7,2,0.015304885804653168
430,512,unembed,2,0.12594270706176758
431,512,,2,0.12594270706176758
432,1024,embed,0,0.7288992404937744
433,1024,fin,0,0.7335197329521179
434,1024,layers.0.query,0,0.5200119614601135
435,1024,layers.0.key,0,0.5223601460456848
436,1024,layers.0.value,0,0.5259908437728882
437,1024,layers.0,0,0.4069240689277649
438,1024,layers.1.layers.0,0,0.307343065738678
439,1024,layers.1.layers.1,0,0.15423667430877686
440,1024,layers.1.layers,0,0.15423667430877686
441,1024,layers.1,0,0.15423667430877686
442,1024,layers.2.query,0,0.2111937403678894
443,1024,layers.2.key,0,0.21432235836982727
444,1024,layers.2.value,0,0.21564766764640808
445,1024,layers.2,0,0.2154867947101593
446,1024,layers.3.layers.0,0,0.15153414011001587
447,1024,layers.3.layers.1,0,0.07023531943559647
448,1024,layers.3.layers,0,0.07023531943559647
449,1024,layers.3,0,0.07023531943559647
450,1024,layers.4.query,0,0.10231108218431473
451,1024,layers.4.key,0,0.10302393138408661
452,1024,layers.4.value,0,0.10169706493616104
453,1024,layers.4,0,0.10169706493616104
454,1024,layers.5.layers.0,0,0.070441335439682
455,1024,layers.5.layers.1,0,0.037685949355363846
456,1024,layers.5.layers,0,0.037685949355363846
457,1024,layers.5,0,0.037685949355363846
458,1024,layers.6.query,0,0.051278796046972275
459,1024,layers.6.key,0,0.04984797537326813
460,1024,layers.6.value,0,0.05032368749380112
461,1024,layers.6,0,0.050323691219091415
462,1024,layers.7.layers.0,0,0.03393898531794548
463,1024,layers.7.layers.1,0,0.016854438930749893
464,1024,layers.7.layers,0,0.016854438930749893
465,1024,layers.7,0,0.016854438930749893
466,1024,unembed,0,0.0763871893286705
467,1024,,0,0.0763871893286705
468,1024,embed,1,0.7288498282432556
469,1024,fin,1,0.733376145362854
470,1024,layers.0.query,1,0.5199896097183228
471,1024,layers.0.key,1,0.5223804712295532
472,1024,layers.0.value,1,0.5258177518844604
473,1024,layers.0,1,0.4075733721256256
474,1024,layers.1.layers.0,1,0.3075067400932312
475,1024,layers.1.layers.1,1,0.1540917307138443
476,1024,layers.1.layers,1,0.1540917307138443
477,1024,layers.1,1,0.1540917307138443
478,1024,layers.2.query,1,0.2113141566514969
479,1024,layers.2.key,1,0.2146969735622406
480,1024,layers.2.value,1,0.2154826521873474
481,1024,layers.2,1,0.21532706916332245
482,1024,layers.3.layers.0,1,0.15133962035179138
483,1024,layers.3.layers.1,1,0.07001122832298279
484,1024,layers.3.layers,1,0.07001122832298279
485,1024,layers.3,1,0.07001122832298279
486,1024,layers.4.query,1,0.1022448018193245
487,1024,layers.4.key,1,0.10297743231058121
488,1024,layers.4.value,1,0.10168097913265228
489,1024,layers.4,1,0.10168097913265228
490,1024,layers.5.layers.0,1,0.07058236002922058
491,1024,layers.5.layers.1,1,0.03778698295354843
492,1024,layers.5.layers,1,0.03778698295354843
493,1024,layers.5,1,0.03778698295354843
494,1024,layers.6.query,1,0.0512845441699028
495,1024,layers.6.key,1,0.04988960176706314
496,1024,layers.6.value,1,0.05047623813152313
497,1024,layers.6,1,0.05047623813152313
498,1024,layers.7.layers.0,1,0.03405435383319855
499,1024,layers.7.layers.1,1,0.016919709742069244
500,1024,layers.7.layers,1,0.016919709742069244
501,1024,layers.7,1,0.016919709742069244
502,1024,unembed,1,0.09470679610967636
503,1024,,1,0.09470679610967636
504,1024,embed,2,0.7290405035018921
505,1024,fin,2,0.7339497208595276
506,1024,layers.0.query,2,0.5207557678222656
507,1024,layers.0.key,2,0.5232070684432983
508,1024,layers.0.value,2,0.5269134044647217
509,1024,layers.0,2,0.4117472171783447
510,1024,layers.1.layers.0,2,0.31139642000198364
511,1024,layers.1.layers.1,2,0.15620452165603638
512,1024,layers.1.layers,2,0.15620452165603638
513,1024,layers.1,2,0.15620452165603638
514,1024,layers.2.query,2,0.21445287764072418
515,1024,layers.2.key,2,0.2177930772304535
516,1024,layers.2.value,2,0.2187998741865158
517,1024,layers.2,2,0.21864952147006989
518,1024,layers.3.layers.0,2,0.15482690930366516
519,1024,layers.3.layers.1,2,0.07181435823440552
520,1024,layers.3.layers,2,0.07181435823440552
521,1024,layers.3,2,0.07181435823440552
522,1024,layers.4.query,2,0.10499022156000137
523,1024,layers.4.key,2,0.10560546070337296
524,1024,layers.4.value,2,0.10481348633766174
525,1024,layers.4,2,0.10481348633766174
526,1024,layers.5.layers.0,2,0.0734938234090805
527,1024,layers.5.layers.1,2,0.03950370475649834
528,1024,layers.5.layers,2,0.03950370475649834
529,1024,layers.5,2,0.03950370475649834
530,1024,layers.6.query,2,0.05349422246217728
531,1024,layers.6.key,2,0.05222536623477936
532,1024,layers.6.value,2,0.053025081753730774
533,1024,layers.6,2,0.053025081753730774
534,1024,layers.7.layers.0,2,0.03623411804437637
535,1024,layers.7.layers.1,2,0.01815146580338478
536,1024,layers.7.layers,2,0.01815146580338478
537,1024,layers.7,2,0.01815146580338478
538,1024,unembed,2,0.14690367877483368
539,1024,,2,0.14690367877483368
540,2048,embed,0,0.7293400168418884
541,2048,fin,0,0.7243425846099854
542,2048,layers.0.query,0,0.5146178007125854
543,2048,layers.0.key,0,0.5053735971450806
544,2048,layers.0.value,0,0.5109134912490845
545,2048,layers.0,0,0.39954543113708496
546,2048,layers.1.layers.0,0,0.2764333486557007
547,2048,layers.1.layers.1,0,0.13824091851711273
548,2048,layers.1.layers,0,0.13824091851711273
549,2048,layers.1,0,0.13824091851711273
550,2048,layers.2.query,0,0.19620555639266968
551,2048,layers.2.key,0,0.1992122381925583
552,2048,layers.2.value,0,0.19632868468761444
553,2048,layers.2,0,0.19591286778450012
554,2048,layers.3.layers.0,0,0.13739189505577087
555,2048,layers.3.layers.1,0,0.06680162250995636
556,2048,layers.3.layers,0,0.06680162250995636
557,2048,layers.3,0,0.06680162250995636
558,2048,layers.4.query,0,0.09594542533159256
559,2048,layers.4.key,0,0.09609772264957428
560,2048,layers.4.value,0,0.09882140159606934
561,2048,layers.4,0,0.09882140159606934
562,2048,layers.5.layers.0,0,0.07261011004447937
563,2048,layers.5.layers.1,0,0.035086095333099365
564,2048,layers.5.layers,0,0.035086095333099365
565,2048,layers.5,0,0.035086095333099365
566,2048,layers.6.query,0,0.05053692311048508
567,2048,layers.6.key,0,0.052225470542907715
568,2048,layers.6.value,0,0.05043945461511612
569,2048,layers.6,0,0.05043945461511612
570,2048,layers.7.layers.0,0,0.03407083451747894
571,2048,layers.7.layers.1,0,0.016745550557971
572,2048,layers.7.layers,0,0.016745550557971
573,2048,layers.7,0,0.016745550557971
574,2048,unembed,0,0.07669252157211304
575,2048,,0,0.07669252157211304
576,2048,embed,1,0.7293797731399536
577,2048,fin,1,0.7243178486824036
578,2048,layers.0.query,1,0.5144332647323608
579,2048,layers.0.key,1,0.505384624004364
580,2048,layers.0.value,1,0.5104389786720276
581,2048,layers.0,1,0.38859325647354126
582,2048,layers.1.layers.0,1,0.2693594992160797
583,2048,layers.1.layers.1,1,0.1348484456539154
584,2048,layers.1.layers,1,0.1348484456539154
585,2048,layers.1,1,0.1348484456539154
586,2048,layers.2.query,1,0.19110170006752014
587,2048,layers.2.key,1,0.1935175210237503
588,2048,layers.2.value,1,0.19130286574363708
589,2048,layers.2,1,0.1908869743347168
590,2048,layers.3.layers.0,1,0.1348170042037964
591,2048,layers.3.layers.1,1,0.06527978181838989
592,2048,layers.3.layers,1,0.06527978181838989
593,2048,layers.3,1,0.06527978181838989
594,2048,layers.4.query,1,0.0945407971739769
595,2048,layers.4.key,1,0.0945838987827301
596,2048,layers.4.value,1,0.09736740589141846
597,2048,layers.4,1,0.09736740589141846
598,2048,layers.5.layers.0,1,0.0716768354177475
599,2048,layers.5.layers.1,1,0.03457815200090408
600,2048,layers.5.layers,1,0.03457815200090408
601,2048,layers.5,1,0.03457815200090408
602,2048,layers.6.query,1,0.04980593919754028
603,2048,layers.6.key,1,0.051861055195331573
604,2048,layers.6.value,1,0.04992227628827095
605,2048,layers.6,1,0.04992227628827095
606,2048,layers.7.layers.0,1,0.033622778952121735
607,2048,layers.7.layers.1,1,0.016471920534968376
608,2048,layers.7.layers,1,0.016471920534968376
609,2048,layers.7,1,0.016471920534968376
610,2048,unembed,1,0.09520584344863892
611,2048,,1,0.09520584344863892
612,2048,embed,2,0.7297284603118896
613,2048,fin,2,0.725501298904419
614,2048,layers.0.query,2,0.515720009803772
615,2048,layers.0.key,2,0.5065550804138184
616,2048,layers.0.value,2,0.5123794674873352
617,2048,layers.0,2,0.398892879486084
618,2048,layers.1.layers.0,2,0.278668075799942
619,2048,layers.1.layers.1,2,0.1402173638343811
620,2048,layers.1.layers,2,0.1402173638343811
621,2048,layers.1,2,0.1402173638343811
622,2048,layers.2.query,2,0.19873206317424774
623,2048,layers.2.key,2,0.20150864124298096
624,2048,layers.2.value,2,0.20003804564476013
625,2048,layers.2,2,0.19963648915290833
626,2048,layers.3.layers.0,2,0.1431468427181244
627,2048,layers.3.layers.1,2,0.06950657069683075
628,2048,layers.3.layers,2,0.06950657069683075
629,2048,layers.3,2,0.06950657069683075
